id,name,instructions,videoUrl,image,muscleGroups,generalMuscleGroups,injuryRisks,category,isTimed,difficulty,caloriesPerMinute,setsRange,repsRange,restTimeSeconds,exerciseType,movementPattern,specificEquipment,targetIntensity,workoutPhase,recommendedDurationSeconds,minimumEquipmentAlternative,genderAdjustment,pairWith
dumbbell_bulgarian_split_squat,Dumbbell Bulgarian Split Squat,"Stand about two feet in front of a bench or box, holding a dumbbell in each hand by your sides, palms facing your body. Place your left foot on the bench behind you, laces down, and keep your right foot flat on the ground. Engage your core and keep your chest up. Inhale as you bend your right knee, lowering your hips until your right thigh is parallel to the ground, keeping your front knee over your ankle. Exhale as you push through your right heel to return to the starting position. Complete the set on one side, then switch legs. Avoid letting your front knee collapse inward or your torso lean forward excessively.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Dumbbells,Moderate,Main,,bulgarian_split_squat,More Lower Body for Women,hip_thrust
side_lateral_raise,Side Lateral Raise,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand by your sides, palms facing in. Engage your core and keep your shoulders relaxed. Exhale as you raise your arms out to the sides to shoulder height, keeping a slight bend in your elbows to avoid strain. Pause briefly at the top, then inhale as you lower the dumbbells back to your sides with control. Avoid swinging the weights or shrugging your shoulders toward your ears.",,,Mid Shoulder,Shoulders,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Dumbbells,Moderate,Accessory,,lateral_raise,More Upper Body for Men,
cable_lateral_raise,Cable Lateral Raise,"Set a cable machine pulley to the lowest setting and attach a single handle. Stand with your left side to the machine, holding the handle in your right hand, palm facing in. Step away slightly to create tension, keeping your feet shoulder-width apart and core engaged. Exhale as you raise your right arm out to the side to shoulder height, keeping a slight bend in your elbow. Pause briefly at the top, then inhale as you lower the handle back to the starting position with control. Repeat on the other side. Avoid swinging the weight or shrugging your shoulder.",,,Mid Shoulder,Shoulders,Shoulders,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Cable,Moderate,Accessory,,lateral_raise,More Upper Body for Men,
bent_over_row,Bent-Over Row,"Stand with your feet shoulder-width apart, holding a barbell with an overhand grip, hands just outside your knees. Hinge at your hips to lean forward, keeping your back flat and core engaged, until your torso is nearly parallel to the ground. Let the barbell hang straight down. Exhale as you row the barbell up toward your lower chest, driving your elbows back and squeezing your shoulder blades together. Inhale as you lower the barbell back to the starting position with control. Avoid rounding your back or using momentum to lift the weight.",,,Lats;Mid Back,Back,Lower Back;Shoulders,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Pull,Barbell,Moderate,Main,,seated_cable_row,More Upper Body for Men,bench_press
dumbbell_bent_over_row,Dumbbell Bent-Over Row,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand, palms facing each other. Hinge at your hips to lean forward, keeping your back flat and core engaged, until your torso is nearly parallel to the ground. Let the dumbbells hang straight down. Exhale as you row the dumbbells up toward your waist, driving your elbows back and squeezing your shoulder blades together. Inhale as you lower the dumbbells back to the starting position with control. Avoid rounding your back or using momentum to lift the weights.",,,Lats;Mid Back,Back,Lower Back;Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Pull,Dumbbells,Moderate,Main,,single_arm_dumbbell_row,More Upper Body for Men,dumbbell_chest_press
squat,Squat,"Stand with your feet shoulder-width apart, toes slightly turned out, holding a barbell across your upper back (on your traps) or using just your bodyweight. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat until your thighs are at least parallel to the ground. Keep your knees tracking over your toes and your back neutral. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid letting your knees cave inward or your back round.",,,Quads;Glutes;Hamstrings,Legs;Glutes,Knees;Lower Back,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Squat,Barbell,Moderate,Main,,smith_machine_squat,More Lower Body for Women,deadlift
front_squat,Front Squat,"Stand with your feet shoulder-width apart, holding a barbell in a front rack position (resting on your shoulders, elbows high, hands lightly gripping the bar). Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat until your thighs are at least parallel to the ground. Keep your elbows high, knees tracking over your toes, and back straight. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid letting your elbows drop or your back round.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Gym,FALSE,Advanced,6,04-May,06-10,90,Compound,Squat,Barbell,High,Main,,squat,More Lower Body for Women,deadlift
overhead_squat,Overhead Squat,"Stand with your feet shoulder-width apart, holding a barbell overhead with a wide grip, arms fully extended, and shoulders engaged. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat while keeping the barbell directly over your midfoot. Lower until your thighs are at least parallel to the ground, keeping your knees tracking over your toes and back straight. Exhale as you drive through your heels to stand back up, maintaining the barbell overhead. Avoid letting the bar drift forward or your back round.",,,Quads;Glutes;Shoulders,Legs;Glutes;Shoulders,Shoulders;Lower Back,Gym,FALSE,Advanced,6,04-May,06-10,90,Compound,Squat,Barbell,High,Main,,squat,More Lower Body for Women,barbell_overhead_press
sumo_deadlift,Sumo Deadlift,"Stand with your feet wider than shoulder-width apart, toes pointed out at 45 degrees, and a barbell on the ground in front of you. Bend at your hips and knees to grasp the bar with a mixed or overhand grip, hands inside your knees. Keep your back flat, chest up, and shoulders slightly in front of the bar. Engage your core and pull your shoulder blades down and back. Inhale to brace, then exhale as you lift the bar by driving through your heels and extending your hips and knees, keeping the bar close to your body. Stand tall, squeezing your glutes at the top, then inhale as you lower the bar back to the ground with control. Avoid rounding your back or jerking the bar off the ground.",,,Glutes;Quads;Hamstrings,Legs;Glutes,Lower Back,Gym,FALSE,Advanced,7,04-May,06-10,90,Compound,Hinge,Barbell,High,Main,,deadlift,More Lower Body for Women,squat
stiff_leg_deadlift,Stiff-Leg Deadlift,"Stand with your feet shoulder-width apart, holding a barbell in front of your thighs with an overhand grip, hands shoulder-width apart. Keep your knees slightly bent and engage your core. Inhale as you hinge at your hips, lowering the barbell toward the ground while keeping your legs mostly straight, feeling a stretch in your hamstrings. Keep your back flat and the bar close to your legs. Exhale as you drive your hips forward to stand back up, squeezing your glutes at the top. Avoid rounding your back or letting the bar drift forward.",,,Hamstrings;Glutes;Lower Back,Legs;Glutes;Back,Lower Back,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Hinge,Barbell,Moderate,Main,,romanian_deadlift,More Lower Body for Women,leg_press
dumbbell_stiff_leg_deadlift,Dumbbell Stiff-Leg Deadlift,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand in front of your thighs, palms facing your body. Keep your knees slightly bent and engage your core. Inhale as you hinge at your hips, lowering the dumbbells toward the ground while keeping your legs mostly straight, feeling a stretch in your hamstrings. Keep your back flat and the dumbbells close to your legs. Exhale as you drive your hips forward to stand back up, squeezing your glutes at the top. Avoid rounding your back or letting the dumbbells drift forward.",,,Hamstrings;Glutes;Lower Back,Legs;Glutes;Back,Lower Back,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Hinge,Dumbbells,Moderate,Main,,romanian_deadlift_dumbbells,More Lower Body for Women,leg_press
push_press,Push Press,"Stand with your feet shoulder-width apart, holding a barbell at shoulder height with an overhand grip, hands just outside your shoulders. Engage your core and keep your chest up. Slightly bend your knees to dip down, then explosively drive through your legs, using the momentum to press the barbell overhead, fully extending your arms. At the top, shrug your shoulders slightly to engage your traps, ensuring the bar is balanced over your midfoot. Inhale as you lower the bar back to your shoulders, absorbing the weight with a slight knee bend. Avoid arching your lower back or leaning back excessively.",,,Front Shoulder;Mid Shoulder;Triceps,Shoulders;Arms,Shoulders,Gym,FALSE,Advanced,6,04-May,06-10,90,Compound,Push,Barbell,High,Main,,barbell_overhead_press,More Upper Body for Men,wide_grip_lat_pull_down
arnold_press,Arnold Press,"Sit on a bench with a backrest or stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height, palms facing your body, elbows bent. Engage your core and keep your chest up. Exhale as you press the dumbbells overhead, rotating your palms to face forward as you extend your arms, fully extending but not locking your elbows. Inhale as you lower the dumbbells back to the starting position, rotating your palms back to face your body. Avoid shrugging your shoulders or arching your back during the movement.",,,Front Shoulder;Mid Shoulder,Shoulders,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,seated_dumbbell_shoulder_press,More Upper Body for Men,chest_supported_dumbbell_row
incline_dumbbell_fly,Incline Dumbbell Fly,"Set an incline bench to a 30-45 degree angle and lie back with your feet planted on the ground, holding a dumbbell in each hand above your chest, palms facing each other, elbows slightly bent. Engage your core and keep your shoulder blades retracted. Inhale as you lower the dumbbells out to the sides in a wide arc, feeling a stretch in your upper chest, until your arms are parallel to the ground. Exhale as you bring the dumbbells back together over your chest, squeezing your chest muscles. Keep the same slight bend in your elbows throughout and avoid lowering the weights too far, which can strain your shoulders.",,,Upper Chest,Chest,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Dumbbells,Moderate,Main,,dumbbell_fly,More Upper Body for Men,reverse_fly_dumbbells
12line_dumbbell_press,12line Dumbbell Press,"Lie on a 12line bench with your feet secured, holding a dumbbell in each hand at chest level, palms facing forward. Position your elbows at a 45-degree angle to your torso, keeping your shoulder blades retracted. Exhale as you press the dumbbells straight up over your lower chest, bringing them close together at the top without locking your elbows. Inhale as you lower the dumbbells back to chest level with control, feeling a stretch in your lower chest. Avoid bouncing the weights or arching your back.",,,Lower Chest;Triceps,Chest;Arms,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,12line_bench_press,More Upper Body for Men,single_arm_dumbbell_row
cable_tricep_kickback,Cable Tricep Kickback,"Set a cable machine pulley to the lowest setting and attach a single handle. Stand facing the machine, hinge at your hips to lean forward slightly, and grab the handle with your right hand, palm facing in. Pin your right elbow to your side, keeping your upper arm parallel to the ground. Exhale as you extend your arm back, fully straightening it and contracting your triceps. Inhale as you slowly return the handle to the starting position, keeping your elbow stationary. Repeat on the other side. Avoid swinging the weight or using your shoulder to move the cable.",,,Long Head Triceps;Lateral Head Triceps,Arms,Elbows,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Cable,Moderate,Accessory,,dumbbell_tricep_kickback,More Upper Body for Men,cable_bicep_curl
dumbbell_tricep_kickback,Dumbbell Tricep Kickback,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand, palms facing in. Hinge at your hips to lean forward slightly, keeping your back flat and core engaged. Bend your elbows to bring the dumbbells up to your sides, keeping your upper arms parallel to the ground. Exhale as you extend your arms back, fully straightening them and contracting your triceps. Inhale as you return to the starting position, keeping your elbows stationary. Avoid swinging the weights or using your shoulders to move the dumbbells.",,,Long Head Triceps;Lateral Head Triceps,Arms,Elbows,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Dumbbells,Moderate,Accessory,,cable_tricep_kickback,More Upper Body for Men,incline_dumbbell_curl
concentration_curl,Concentration Curl,"Sit on a bench with your feet flat on the floor, holding a dumbbell in your right hand. Rest your right elbow on the inside of your right thigh, letting the dumbbell hang down toward the floor, palm facing up. Keep your back straight and core engaged. Exhale as you curl the dumbbell toward your shoulder, focusing on squeezing your biceps and keeping your upper arm stationary. Inhale as you slowly lower the dumbbell back to the starting position, maintaining control. Repeat on the other side. Avoid using your shoulder or torso to lift the weight.",,,Short Head Biceps,Arms,Elbows,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,Dumbbells,Moderate,Accessory,,incline_dumbbell_curl,Lighter Weight for Women,seated_tricep_extension
cable_woodchopper,Cable Woodchopper,"Set a cable machine pulley to the highest setting and attach a single handle. Stand with your left side to the machine, feet shoulder-width apart, and grab the handle with both hands, arms extended. Engage your core and keep your knees slightly bent. Exhale as you pull the handle down and across your body toward your right hip, rotating your torso and pivoting your left foot, focusing on your obliques. Inhale as you return to the starting position with control. Repeat on the other side. Avoid using your arms alone to pull the weight; focus on the rotation of your torso.",,,Obliques,Core,Lower Back,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Other,Cable,Moderate,Accessory,,russian_twists,None,
hanging_leg_raise,Hanging Leg Raise,"Hang from a pull-up bar with an overhand grip, hands shoulder-width apart, arms fully extended, and legs straight. Engage your core and keep your body stable. Exhale as you lift your legs straight up in front of you until they’re parallel to the ground (or higher if possible), keeping your legs together. Inhale as you slowly lower your legs back to the starting position with control, avoiding swinging. For a regression, bend your knees and lift them toward your chest instead. Keep your movements controlled and avoid using momentum.",,,Lower Abs,Core,Hips;Shoulders,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Other,Pull-Up Bar,Moderate,Accessory,,leg_raises,None,
bird_dog,Bird Dog,"Start on your hands and knees in a tabletop position, with your wrists under your shoulders and knees under your hips. Engage your core to keep your spine neutral. Exhale as you extend your right arm forward and your left leg back, keeping both straight and in line with your torso, balancing on your left hand and right knee. Hold briefly, then inhale as you return to the starting position. Repeat on the other side, extending your left arm and right leg. Keep your movements controlled and avoid arching your back or rotating your hips.",,,Lower Back;Glutes;Core,Back;Glutes;Core,Lower Back,Bodyweight,FALSE,Beginner,4,02-Mar,12-15,30,Accessory,Other,Bodyweight,Low,Accessory,,superman_hold,None,
high_knees,High Knees,"Stand with your feet hip-width apart, arms bent at 90 degrees by your sides. Engage your core and keep your chest up. Begin jogging in place, lifting your knees as high as possible toward your chest, alternating legs quickly. Pump your arms in sync with your legs, keeping your movements fast and controlled. Land softly on the balls of your feet and maintain a steady rhythm, breathing steadily. Avoid hunching your shoulders or leaning back.",,,Full Body,Full Body,Ankles,Cardio,TRUE,Intermediate,8,03-04,30-60,60,Compound,Other,Bodyweight,Moderate,Main,30-60,jump_rope,None,
burpees,Burpees,"Stand with your feet shoulder-width apart, arms by your sides. Squat down and place your hands on the ground in front of you, shoulder-width apart. Jump your feet back into a high plank position, keeping your body in a straight line. Perform a push-up by lowering your chest to the ground, then pushing back up (optional for beginners). Jump your feet back toward your hands, then explosively jump into the air, reaching your arms overhead. Land softly and immediately go into the next rep. Keep your core engaged and avoid letting your hips sag during the plank.",,,Full Body,Full Body,Shoulders;Wrists,Cardio,TRUE,Intermediate,9,03-04,30-45,60,Compound,Other,Bodyweight,Moderate,Main,30-45,mountain_climbers,None,
box_jump,Box Jump,"Stand in front of a sturdy box or platform (knee height or higher based on your ability), feet shoulder-width apart. Engage your core and slightly bend your knees. Swing your arms back, then explosively jump onto the box, driving through your heels and swinging your arms forward for momentum. Land softly on the box with both feet, knees slightly bent, and stand up fully. Step or jump back down to the starting position and repeat. Avoid landing with locked knees or letting your knees cave inward.",,,Quads;Glutes,Legs;Glutes,Ankles,Cardio,FALSE,Intermediate,7,03-04,08-12,60,Compound,Squat,Box,Moderate,Main,,step_ups,More Lower Body for Women,
farmer_carry,Farmer's Carry,"Stand with your feet shoulder-width apart, holding a heavy dumbbell or kettlebell in each hand by your sides, palms facing in. Engage your core, pull your shoulders back, and keep your chest up. Walk forward in a straight line, taking small, controlled steps, keeping your torso upright and avoiding leaning to one side. Continue for the desired distance or time, then set the weights down with control. Avoid shrugging your shoulders or letting your back round during the carry.",,,Traps;Forearms;Core,Shoulders;Arms;Core,Lower Back,dumbbells,TRUE,Intermediate,6,03-04,30-60,60,Compound,Other,Dumbbells,Moderate,Accessory,30-60,farmer_carry_bodyweight,None,
overhead_squat,Overhead Squat,"Stand with your feet shoulder-width apart, holding a barbell overhead with a wide grip, arms fully extended, and shoulders engaged. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat while keeping the barbell directly over your midfoot. Lower until your thighs are at least parallel to the ground, keeping your knees tracking over your toes and back straight. Exhale as you drive through your heels to stand back up, maintaining the barbell overhead. Avoid letting the bar drift forward or your back round.",,,Quads;Glutes;Shoulders,Legs;Glutes;Shoulders,Shoulders;Lower Back,Gym,FALSE,Advanced,6,04-May,06-10,90,Compound,Squat,Barbell,High,Main,,squat,More Lower Body for Women,barbell_overhead_press
single_leg_romanian_deadlift,Single-Leg Romanian Deadlift,"Stand with your feet hip-width apart, holding a dumbbell in your right hand, palm facing your body. Shift your weight onto your left leg, keeping a slight bend in your left knee. Engage your core and keep your back flat. Inhale as you hinge at your hips, extending your right leg straight back while lowering the dumbbell toward the ground, keeping it close to your left leg. Lower until you feel a stretch in your left hamstring, keeping your hips square. Exhale as you drive through your left heel to return to the starting position, squeezing your glutes at the top. Repeat on the other side. Avoid rounding your back or letting your hips rotate.",,,Hamstrings;Glutes,Legs;Glutes,Lower Back,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Hinge,Dumbbells,Moderate,Main,,romanian_deadlift_dumbbells,More Lower Body for Women,bulgarian_split_squat
reverse_lunges,Reverse Lunges,"Stand with your feet hip-width apart, hands on your hips or holding dumbbells by your sides for added resistance. Engage your core and keep your chest up. Step backward with your right leg, lowering your hips until both knees are bent at about 90 degrees, with your left knee over your ankle and your right knee hovering just above the ground. Keep your back straight and torso upright. Exhale as you push through your left heel to step your right leg back to the starting position, then repeat on the other side. Avoid letting your front knee collapse inward or your torso lean forward excessively.",,,Quads;Glutes;Hamstrings,Legs;Glutes,Knees;Lower Back,Bodyweight,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Bodyweight,Moderate,Main,,walking_lunges,More Lower Body for Women,hip_thrust
side_lunges,Side Lunges,"Stand with your feet together, hands on your hips or holding a dumbbell at chest level for added resistance. Engage your core and keep your chest up. Step out to the right with your right leg, bending your right knee and pushing your hips back, keeping your left leg straight and left foot flat on the ground. Lower until your right thigh is parallel to the ground, keeping your right knee over your ankle. Exhale as you push through your right heel to return to the starting position, then repeat on the left side. Avoid letting your knee collapse inward or your torso lean forward excessively.",,,Quads;Glutes;Adductors,Legs;Glutes,Hips,Bodyweight,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Bodyweight,Moderate,Main,,lateral_step_ups,More Lower Body for Women,glute_bridge
lateral_step_ups,Lateral Step-Ups,"Stand with your left side facing a sturdy bench or box (knee height or slightly higher), holding a dumbbell in your right hand by your side or using just your bodyweight. Engage your core and keep your chest up. Step onto the bench with your left foot, pressing through your heel to lift your body up, bringing your right foot to meet your left on the bench. Step back down with your right foot, then your left, returning to the starting position. Repeat, leading with the same leg for the set, then switch sides. Keep your movements controlled and avoid bouncing or using momentum.",,,Quads;Glutes;Adductors,Legs;Glutes,Knees,Bodyweight,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Bodyweight,Moderate,Main,,side_lunges,More Lower Body for Women,hip_thrust
cable_hip_abduction,Cable Hip Abduction,"Set a cable machine pulley to the lowest setting and attach an ankle strap to your right ankle. Stand with your left side facing the machine, holding onto the machine for balance, and keep your left leg slightly bent. Engage your core and keep your torso upright. Exhale as you lift your right leg out to the side, keeping it straight and focusing on your hip abductors, until your leg is at about a 45-degree angle. Inhale as you slowly return to the starting position with control. Repeat on the other side. Avoid swinging your leg or leaning your torso to the side.",,,Abductors,Glutes,Hips,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Other,Cable,Moderate,Accessory,,side_lying_leg_raises,More Lower Body for Women,
side_lying_leg_raises,Side-Lying Leg Raises,"Lie on your right side with your legs straight and stacked, propping yourself up on your right forearm or resting your head on your arm. Place your left hand on your hip for stability. Engage your core to keep your hips stable. Exhale as you lift your left leg straight up toward the ceiling, focusing on your hip abductors, keeping your toes facing forward. Lift until your leg is at about a 45-degree angle, then inhale as you lower it back down with control, stopping just above your right leg. Repeat on the other side. Avoid rotating your hips or lifting your leg too high, which can strain your lower back.",,,Abductors,Glutes,Hips,Bodyweight,FALSE,Beginner,4,02-Mar,12-15,30,Accessory,Other,Bodyweight,Low,Accessory,,cable_hip_abduction,More Lower Body for Women,
wrist_curls,Wrist Curls,"Sit on a bench with your feet flat on the floor, holding a dumbbell in each hand, palms facing up. Rest your forearms on your thighs, letting your wrists hang off the edge. Engage your core and keep your shoulders relaxed. Exhale as you curl the dumbbells upward by flexing your wrists, focusing on contracting your forearms. Inhale as you slowly lower the dumbbells back to the starting position, feeling a stretch in your forearms. Avoid using your arms or shoulders to lift the weight.",,,Forearms,Arms,Wrists,dumbbells,FALSE,Intermediate,5,03-04,12-15,30,Accessory,Other,Dumbbells,Moderate,Accessory,,reverse_wrist_curls,More Upper Body for Men,
reverse_wrist_curls,Reverse Wrist Curls,"Sit on a bench with your feet flat on the floor, holding a dumbbell in each hand, palms facing down. Rest your forearms on your thighs, letting your wrists hang off the edge. Engage your core and keep your shoulders relaxed. Exhale as you lift the dumbbells upward by extending your wrists, focusing on contracting the top of your forearms. Inhale as you slowly lower the dumbbells back to the starting position, feeling a stretch in your forearms. Avoid using your arms or shoulders to lift the weight.",,,Forearms,Arms,Wrists,dumbbells,FALSE,Intermediate,5,03-04,12-15,30,Accessory,Other,Dumbbells,Moderate,Accessory,,wrist_curls,More Upper Body for Men,
rack_pulls,Rack Pulls,"Set a barbell in a rack just below your knees. Stand with your feet shoulder-width apart, toes under the bar, and grasp the bar with an overhand or mixed grip, hands shoulder-width apart. Keep your back flat, chest up, and shoulders slightly in front of the bar. Engage your core and pull your shoulder blades down and back. Inhale to brace, then exhale as you lift the bar by extending your hips and knees, standing tall and squeezing your traps and glutes at the top. Inhale as you lower the bar back to the rack with control. Avoid rounding your back or jerking the bar off the rack.",,,Traps;Lower Back;Glutes,Shoulders;Back;Glutes,Lower Back,Gym,FALSE,Advanced,7,04-May,06-10,90,Compound,Hinge,Barbell,High,Main,,deadlift,More Upper Body for Men,squat
dragon_flags,Dragon Flags,"Lie on your back on a bench or the floor, holding onto the bench behind your head or a sturdy object for support. Engage your core and lift your legs and hips off the ground, bringing your feet toward the ceiling so your body is in a straight line, with only your upper back and shoulders on the bench. Inhale as you slowly lower your legs and hips toward the ground in a controlled motion, keeping your body straight and avoiding bending at the hips. Stop just above the ground, then exhale as you lift back to the starting position. Avoid letting your lower back arch or using momentum to lift.",,,Lower Abs;Upper Abs,Core,Hips;Lower Back,Gym,FALSE,Advanced,5,04-May,06-10,90,Accessory,Other,Bodyweight,High,Accessory,,hanging_leg_raise,None,
ab_rollouts,Ab Rollouts,"Kneel on a mat with an ab wheel in front of you, holding the handles with both hands. Engage your core and keep your back straight. Exhale as you roll the wheel forward, extending your body into a straight line, lowering your torso toward the ground while keeping your arms straight. Go as far as you can without letting your hips sag or your lower back arch. Inhale as you pull the wheel back toward your knees by contracting your abs, returning to the starting position. Avoid using your arms to pull the wheel; focus on your core.",,,Upper Abs;Lower Abs,Core,Lower Back,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Other,Ab Wheel,Moderate,Accessory,,plank,None,
pallof_press,Pallof Press,"Set a cable machine pulley to chest height and attach a single handle. Stand with your left side facing the machine, feet shoulder-width apart, and grab the handle with both hands at chest level. Step away to create tension, keeping your knees slightly bent and core engaged. Exhale as you press the handle straight out in front of you, resisting the rotation of the cable pulling you to the left, and hold for a moment. Inhale as you return the handle to your chest with control. Repeat on the other side. Avoid rotating your torso or hips during the movement.",,,Obliques;Upper Abs,Core,Lower Back,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Other,Cable,Moderate,Accessory,,russian_twists,None,
battle_ropes,Battle Ropes,"Stand with your feet shoulder-width apart, knees slightly bent, holding a battle rope in each hand, palms facing in. Engage your core and keep your chest up. Begin alternating your arms to create waves with the ropes, slamming them down forcefully while maintaining a steady rhythm. Keep your movements fast and controlled, breathing steadily. For variety, perform double slams (both arms together) or jumping jacks with the ropes. Avoid hunching your shoulders or holding your breath.",,,Full Body,Full Body,Shoulders,Cardio,TRUE,Intermediate,9,03-04,30-60,60,Compound,Other,Battle Ropes,Moderate,Main,30-60,jump_rope,None,
thrusters,Thrusters,"Stand with your feet shoulder-width apart, holding a barbell in a front rack position (resting on your shoulders, elbows high, hands lightly gripping the bar) or holding a dumbbell in each hand at shoulder height. Engage your core and keep your chest up. Inhale as you lower into a squat, pushing your hips back and bending your knees until your thighs are parallel to the ground. Exhale as you explosively stand up, using the momentum to press the barbell or dumbbells overhead, fully extending your arms. Inhale as you lower the weight back to your shoulders and immediately descend into the next squat. Avoid letting your knees cave inward or your back round.",,,Quads;Glutes;Shoulders,Legs;Glutes;Shoulders,Knees;Lower Back,Gym,FALSE,Advanced,8,04-May,08-12,90,Compound,Squat,Barbell,High,Main,,front_squat,More Lower Body for Women,barbell_overhead_press
wall_balls,Wall Balls,"Stand about two feet from a wall, holding a medicine ball at chest level, feet shoulder-width apart. Engage your core and keep your chest up. Inhale as you lower into a squat, pushing your hips back and bending your knees until your thighs are parallel to the ground. Exhale as you explosively stand up, using the momentum to throw the ball up toward a target on the wall (typically 9-10 feet high). Catch the ball as it comes down, immediately descending into the next squat. Keep your movements fluid and avoid letting your knees cave inward or your back round.",,,Quads;Glutes;Shoulders,Legs;Glutes;Shoulders,Knees,Cardio,FALSE,Intermediate,7,03-04,12-15,60,Compound,Squat,Medicine Ball,Moderate,Main,,goblet_squat,More Lower Body for Women,
hip_circles,Hip Circles,"Stand with your feet shoulder-width apart, hands on your hips. Engage your core and keep your upper body stable. Begin circling your hips in a clockwise motion, pushing them forward, to the right, back, and to the left, as if drawing a large circle with your hips. Perform for the desired duration, then switch to counterclockwise circles. Keep your movements smooth and controlled, focusing on mobilizing your hips. Avoid arching your back or moving your upper body excessively.",,,Hips,Glutes,Hips,Warm-Up,TRUE,Beginner,3,1,30-60,0,Warm-Up,Other,Bodyweight,Low,Warm-Up,30-60,cat_cow_stretch,None,
thoracic_spine_rotation,Thoracic Spine Rotation,"Sit on the floor with your legs crossed, or kneel if more comfortable. Place your right hand on your left knee and your left hand on the floor behind you for support. Engage your core and keep your spine tall. Exhale as you rotate your torso to the left, looking over your left shoulder, feeling a stretch in your upper back. Hold for a moment, then inhale as you return to the starting position. Repeat on the other side. Avoid forcing the rotation or rounding your back.",,,Upper Back,Back,Upper Back,Warm-Up,TRUE,Beginner,3,1,30-60,0,Warm-Up,Other,Bodyweight,Low,Warm-Up,30-60,dynamic_stretching,None,
kettlebell_goblet_squat,Kettlebell Goblet Squat,"Stand with your feet slightly wider than shoulder-width apart, toes slightly turned out, holding a kettlebell at chest level with both hands, elbows pointing down. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat until your thighs are at least parallel to the ground. Keep your knees tracking over your toes and your back straight. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid letting your knees cave inward or your chest collapse forward.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Kettlebell,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Kettlebell,Moderate,Main,,goblet_squat,More Lower Body for Women,hip_thrust
kettlebell_snatch,Kettlebell Snatch,"Stand with your feet shoulder-width apart, a kettlebell on the ground between your feet. Bend at your hips and knees to grasp the kettlebell with your right hand, keeping your back flat and core engaged. Inhale as you pull the kettlebell off the ground, driving through your hips to swing it up in a smooth arc. As the kettlebell reaches chest height, quickly flip your wrist so the kettlebell rotates over your hand, catching it overhead with your arm fully extended. Exhale as you stand tall, then lower the kettlebell back to the starting position with control. Repeat on the other side. Avoid rounding your back or using your arm to yank the kettlebell.",,,Glutes;Shoulders;Hamstrings,Glutes;Shoulders;Legs,Lower Back;Shoulders,Kettlebell,FALSE,Advanced,7,04-May,06-10,90,Compound,Hinge,Kettlebell,High,Main,,kettlebell_swing,More Upper Body for Men,thrusters
